GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
MYO7A,11,77156904,na,na,Pathogenic/Likely pathogenic,Rare genetic deafness|Usher syndrome type 1B|Usher syndrome type 1;Autosomal recessive nonsyndromic hearing loss 2|not provided|Usher syndrome|Retinal dystrophy|Autosomal recessive nonsyndromic hearing loss 2,GRCh38,single nucleotide variant
MYO7A,11,77156903,na,na,Pathogenic/Likely pathogenic,Usher syndrome type 1B|not provided|Autosomal recessive nonsyndromic hearing loss 2;Usher syndrome type 1;Autosomal dominant nonsyndromic hearing loss 11,GRCh38,single nucleotide variant
MYO7A,11,77158332,na,na,Likely benign,Usher syndrome type 1B|not specified|Autosomal dominant nonsyndromic hearing loss 11|Autosomal recessive nonsyndromic hearing loss 2|Usher syndrome type 1|Usher syndrome|not provided|Autosomal recessive nonsyndromic hearing loss 2;Autosomal dominant nonsyndromic hearing loss 11;Usher syndrome type 1|Retinal dystrophy,GRCh38,single nucleotide variant
MYO7A,11,77157000,na,na,Pathogenic,Autosomal recessive nonsyndromic hearing loss 2|Usher syndrome,GRCh38,single nucleotide variant
MYO7A,11,77166162,na,na,Pathogenic,Autosomal recessive nonsyndromic hearing loss 2|Usher syndrome type 1B,GRCh38,single nucleotide variant
MYO7A,11,77172834,na,na,Pathogenic,Usher syndrome type 1B|not provided,GRCh38,single nucleotide variant
MYO7A,11,77142783,na,na,Pathogenic,"Usher syndrome type 1B|Rare genetic deafness|Usher syndrome type 1;Autosomal recessive nonsyndromic hearing loss 2|Retinitis pigmentosa|Hearing loss, autosomal recessive|not provided",GRCh38,single nucleotide variant
MYO7A,11,77174816,na,na,Pathogenic,Usher syndrome type 1B|Usher syndrome type 1;Autosomal recessive nonsyndromic hearing loss 2|Rare genetic deafness|not provided|Autosomal dominant nonsyndromic hearing loss 11;Usher syndrome type 1;Autosomal recessive nonsyndromic hearing loss 2,GRCh38,single nucleotide variant
MYO7A,11,77182575,na,na,no classification for the single variant,-,GRCh38,single nucleotide variant
MYO7A,11,77162149,na,na,Pathogenic,Autosomal dominant nonsyndromic hearing loss 11|not provided,GRCh38,single nucleotide variant
FAH,15,80153101,na,na,Pathogenic/Likely pathogenic,Tyrosinemia type I,GRCh38,single nucleotide variant
FAH,15,80162282,na,na,Pathogenic/Likely pathogenic,Tyrosinemia type I,GRCh38,single nucleotide variant
FAH,15,80181069,na,na,Pathogenic,Tyrosinemia type I|not provided,GRCh38,single nucleotide variant
FAH,15,80180184,na,na,Benign/Likely benign; other,Fumarylacetoacetase pseudodeficiency|Tyrosinemia type I|not provided|not specified,GRCh38,single nucleotide variant
FAH,15,80180172,na,na,Pathogenic,Tyrosinemia type I|not provided,GRCh38,single nucleotide variant
FAH,15,80180230,na,na,Pathogenic,Tyrosinemia type I|not provided|Tyrosinemia|FAH-related disorder,GRCh38,single nucleotide variant
FAH,15,80181048,na,na,Pathogenic,Tyrosinemia type I|FAH-related disorder|not provided,GRCh38,single nucleotide variant
FAH,15,80181120,na,na,Pathogenic/Likely pathogenic,Tyrosinemia type I,GRCh38,single nucleotide variant
FAH,15,80173093,na,na,Pathogenic,Tyrosinemia type I,GRCh38,single nucleotide variant
FAH,15,80168263,na,na,Pathogenic,Tyrosinemia type I|not provided|FAH-related disorder,GRCh38,single nucleotide variant
FAH,15,80173143,na,na,Pathogenic/Likely pathogenic,Tyrosinemia type I,GRCh38,single nucleotide variant
PRSS1,7,142751938,na,na,Pathogenic,Hereditary pancreatitis|not provided|PRSS1-related disorder,GRCh38,single nucleotide variant
PRSS1,7,142750600,na,na,Pathogenic,Hereditary pancreatitis|Trypsinogen deficiency;Hereditary pancreatitis|Myoepithelial tumor|not provided|Vitamin D-dependent rickets type II with alopecia|PRSS1-related disorder,GRCh38,single nucleotide variant
PRSS1,7,142750582,na,na,Likely pathogenic,Hereditary pancreatitis,GRCh38,single nucleotide variant
PRSS1,7,142751808,na,na,Uncertain significance,not provided|Hereditary pancreatitis|not specified,GRCh38,single nucleotide variant
PRSS1,7,142750675,na,na,Conflicting classifications of pathogenicity,Hereditary pancreatitis,GRCh38,single nucleotide variant
PRSS1,7,142751937,na,na,Pathogenic,Hereditary pancreatitis|not provided|PRSS1-related disorder,GRCh38,single nucleotide variant
PRSS1,7,142751934,na,na,Uncertain significance,Hereditary pancreatitis|not provided|not specified,GRCh38,single nucleotide variant
TBXAS1,7,140017766,na,na,Pathogenic,Ghosal hematodiaphyseal dysplasia,GRCh38,single nucleotide variant
TBXAS1,7,139911233,na,na,Conflicting classifications of pathogenicity,not provided|Ghosal hematodiaphyseal dysplasia,GRCh38,single nucleotide variant
TBXAS1,7,140017747,na,na,Pathogenic,Ghosal hematodiaphyseal dysplasia,GRCh38,single nucleotide variant
TBXAS1,7,140015731,na,na,Conflicting classifications of pathogenicity,not provided|Ghosal hematodiaphyseal dysplasia,GRCh38,single nucleotide variant
F11,4,186287824,na,na,Pathogenic,Hereditary factor XI deficiency disease|not provided|Plasma factor XI deficiency,GRCh38,single nucleotide variant
F11,4,186274193,na,na,Pathogenic,Hereditary factor XI deficiency disease|not provided|F11-related disorder|Abnormal bleeding;Thrombocytopenia|Inborn genetic diseases|Plasma factor XI deficiency,GRCh38,single nucleotide variant
F11,4,186280258,na,na,Pathogenic,Hereditary factor XI deficiency disease|Factor XI|Plasma factor XI deficiency|not provided|F11-related disorder,GRCh38,single nucleotide variant
F11,4,186280472,na,na,Pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
F11,4,186274280,na,na,Pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
F11,4,186285711,na,na,Pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
F11,4,186274228,na,na,Pathogenic/Likely pathogenic,not provided|Hereditary factor XI deficiency disease|Plasma factor XI deficiency,GRCh38,single nucleotide variant
F11,4,186284167,na,na,Uncertain significance,Hereditary factor XI deficiency disease|not specified,GRCh38,single nucleotide variant
F11,4,186280333,na,na,Likely pathogenic,Hereditary factor XI deficiency disease|not provided,GRCh38,single nucleotide variant
F11,4,186284245,na,na,Uncertain significance,Hereditary factor XI deficiency disease|not specified,GRCh38,single nucleotide variant
F11,4,186288518,na,na,Pathogenic/Likely pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
F11,4,186271719,na,na,Pathogenic/Likely pathogenic,Hereditary factor XI deficiency disease|not provided|Factor XI deficiency|Plasma factor XI deficiency,GRCh38,single nucleotide variant
F11,4,186280065,na,na,Conflicting classifications of pathogenicity,Hereditary factor XI deficiency disease|not provided,GRCh38,single nucleotide variant
F11,4,186284209,na,na,Likely pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
F11,4,186288496,na,na,Pathogenic,Hereditary factor XI deficiency disease,GRCh38,single nucleotide variant
UMPS,3,124735222,na,na,Likely benign,not provided,GRCh38,single nucleotide variant
UMPS,3,124737583,na,na,Pathogenic,Oroticaciduria,GRCh38,single nucleotide variant
IDUA,4,1002747,na,na,Pathogenic,"Hurler syndrome|not provided|Mucopolysaccharidosis type 1|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S|Mucopolysaccharidosis, MPS-I-H/S|Inborn genetic diseases|See cases|Mucopolysaccharidosis type 1;Hurler syndrome|IDUA-related disorder",GRCh38,single nucleotide variant
IDUA;SLC26A1,4,987858,na,na,Pathogenic,"Hurler syndrome|Mucopolysaccharidosis, MPS-I-H/S|Mucopolysaccharidosis, MPS-I-S|Mucopolysaccharidosis type 1|Interstitial pneumonitis|not provided|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S|IDUA-related disorder|Mucopolysaccharidosis",GRCh38,single nucleotide variant
IDUA,4,1003418,na,na,Pathogenic,"Hurler syndrome|not provided|Mucopolysaccharidosis type 1|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S|Inborn genetic diseases|Mucopolysaccharidosis, MPS-I-S",GRCh38,single nucleotide variant
IDUA,4,1002767,na,na,Conflicting classifications of pathogenicity,not specified|Mucopolysaccharidosis type 1|Hurler syndrome|not provided,GRCh38,single nucleotide variant
IDUA,4,987842,na,na,Pathogenic,Hurler syndrome|not provided|Mucopolysaccharidosis type 1,GRCh38,single nucleotide variant
IDUA,4,1002117,na,na,Likely pathogenic,Hurler syndrome|Mucopolysaccharidosis type 1,GRCh38,single nucleotide variant
IDUA,4,1002392,na,na,Pathogenic,Hurler syndrome,GRCh38,single nucleotide variant
IDUA,4,1004292,na,na,Pathogenic,"Hurler syndrome|Mucopolysaccharidosis type 1|not provided|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S",GRCh38,single nucleotide variant
IDUA,4,1003108,na,na,Likely pathogenic,"Mucopolysaccharidosis, MPS-I-S|Mucopolysaccharidosis type 1|not provided|Mucopolysaccharidosis, MPS-I-S;Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S",GRCh38,single nucleotide variant
IDUA,4,1003102,na,na,Pathogenic/Likely pathogenic,"Mucopolysaccharidosis, MPS-I-H/S|Hurler syndrome|not provided|Mucopolysaccharidosis type 1",GRCh38,single nucleotide variant
IDUA,4,1004391,na,na,Likely pathogenic,"Mucopolysaccharidosis, MPS-I-H/S|Mucopolysaccharidosis type 1",GRCh38,single nucleotide variant
IDUA,4,987916,na,na,Pathogenic,"Mucopolysaccharidosis, MPS-I-H/S|Hurler syndrome|Mucopolysaccharidosis type 1|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S",GRCh38,single nucleotide variant
IDUA,4,1002087,na,na,Conflicting classifications of pathogenicity,|Hurler syndrome|Mucopolysaccharidosis type 1|not provided,GRCh38,single nucleotide variant
IDUA,4,1004286,na,na,Pathogenic/Likely pathogenic,"Mucopolysaccharidosis, MPS-I-H/S|Mucopolysaccharidosis type 1|Hurler syndrome",GRCh38,single nucleotide variant
IDUA,4,1002387,na,na,Pathogenic,"Hurler syndrome|Mucopolysaccharidosis, MPS-I-H/S|Mucopolysaccharidosis type 1|not provided|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S",GRCh38,single nucleotide variant
IDUA,4,1002333,na,na,Pathogenic,"Mucopolysaccharidosis, MPS-I-H/S|Hurler syndrome|Mucopolysaccharidosis type 1|Hurler syndrome;Mucopolysaccharidosis, MPS-I-H/S;Mucopolysaccharidosis, MPS-I-S",GRCh38,single nucleotide variant
MVK,12,109595044,na,na,Pathogenic,Mevalonic aciduria,GRCh38,single nucleotide variant
MVK,12,109596515,na,na,Pathogenic/Likely pathogenic,"Hyperimmunoglobulin D with periodic fever|Hyperimmunoglobulin D with periodic fever;Mevalonic aciduria|not provided|Autoinflammatory syndrome|MVK-related disorder|Porokeratosis 3, disseminated superficial actinic type;Hyperimmunoglobulin D with periodic fever;Mevalonic aciduria|Porokeratosis 3, disseminated superficial actinic type|Mevalonic aciduria|Retinal dystrophy|not specified|Inborn genetic diseases",GRCh38,single nucleotide variant
MVK,12,109595142,na,na,Pathogenic,"Mevalonic aciduria|Hyperimmunoglobulin D with periodic fever|Mevalonic aciduria;Porokeratosis 3, disseminated superficial actinic type;Hyperimmunoglobulin D with periodic fever|not provided|Mevalonic aciduria;Hyperimmunoglobulin D with periodic fever|Retinal dystrophy",GRCh38,single nucleotide variant
MVK,12,109574881,na,na,Pathogenic,"Hyperimmunoglobulin D with periodic fever|Mevalonic aciduria|Hyperimmunoglobulin D with periodic fever;Porokeratosis 3, disseminated superficial actinic type;Mevalonic aciduria|not provided",GRCh38,single nucleotide variant
MVK,12,109591275,na,na,Pathogenic,"Hyperimmunoglobulin D with periodic fever|Mevalonic aciduria|Hyperimmunoglobulin D with periodic fever;Mevalonic aciduria|not specified|not provided|Hyperimmunoglobulin D with periodic fever;Porokeratosis 3, disseminated superficial actinic type;Mevalonic aciduria|MVK-related disorder|Autoinflammatory syndrome|Inborn genetic diseases|Retinal dystrophy",GRCh38,single nucleotide variant
MVK,12,109581517,na,na,Likely pathogenic,"Hyperimmunoglobulin D with periodic fever|Mevalonic aciduria;Porokeratosis 3, disseminated superficial actinic type;Hyperimmunoglobulin D with periodic fever",GRCh38,single nucleotide variant
MVK,12,109595070,na,na,Pathogenic,"Mevalonic aciduria|Hyperimmunoglobulin D with periodic fever|not provided|Mevalonic aciduria;Porokeratosis 3, disseminated superficial actinic type;Hyperimmunoglobulin D with periodic fever|Autoinflammatory syndrome",GRCh38,single nucleotide variant
BCKDHB,6,80168945,na,na,Pathogenic/Likely pathogenic,Maple syrup urine disease|not provided|Maple syrup urine disease type 1B|Maple syrup urine disease type 1A|Inborn genetic diseases,GRCh38,single nucleotide variant
BCKDHB,6,80169013,na,na,Likely pathogenic,Maple syrup urine disease type 1B|Maple syrup urine disease,GRCh38,single nucleotide variant
BCKDHB,6,80167690,na,na,Pathogenic,Maple syrup urine disease type 1B,GRCh38,single nucleotide variant
DBT,1,100214929,na,na,Pathogenic/Likely pathogenic,not provided|Maple syrup urine disease|See cases|Maple syrup urine disease type 2|Maple syrup urine disease type 1A,GRCh38,single nucleotide variant
DBT,1,100207186,na,na,Pathogenic/Likely pathogenic,Maple syrup urine disease|DBT-related disorder|Maple syrup urine disease type 2|Maple syrup urine disease type 1A,GRCh38,single nucleotide variant
DBT,1,100196256,na,na,Pathogenic,Maple syrup urine disease type 2,GRCh38,single nucleotide variant
DBT,1,100230872,na,na,Pathogenic,Maple syrup urine disease type 2,GRCh38,single nucleotide variant
DBT,1,100206504,na,na,Benign,Maple syrup urine disease|Maple syrup urine disease type 2,GRCh38,single nucleotide variant
DBT,1,100196349,na,na,Pathogenic,Maple syrup urine disease type 2,GRCh38,single nucleotide variant
DBT,1,100216174,na,na,Pathogenic,Maple syrup urine disease type 2,GRCh38,single nucleotide variant
HMGCL,1,23817520,na,na,Uncertain significance,Deficiency of hydroxymethylglutaryl-CoA lyase|not provided,GRCh38,single nucleotide variant
HMGCL,1,23820532,na,na,Pathogenic,Deficiency of hydroxymethylglutaryl-CoA lyase|not provided|Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,GRCh38,single nucleotide variant
HMGCL,1,23804441,na,na,Pathogenic,Deficiency of hydroxymethylglutaryl-CoA lyase,GRCh38,single nucleotide variant
INVS,9,100284342,na,na,Pathogenic/Likely pathogenic,Infantile nephronophthisis|not provided|Nephronophthisis,GRCh38,single nucleotide variant
INVS,9,100264835,na,na,Uncertain significance,Infantile nephronophthisis|Nephronophthisis|not specified,GRCh38,single nucleotide variant
INVS,9,100292976,na,na,Pathogenic,Infantile nephronophthisis|Nephronophthisis|INVS-related disorder,GRCh38,single nucleotide variant
INVS,9,100292952,na,na,Pathogenic/Likely pathogenic,Infantile nephronophthisis|Nephronophthisis|not provided|INVS-related disorder,GRCh38,single nucleotide variant
DLD,7,107902340,na,na,Pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
DLD,7,107919098,na,na,Likely pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
DLD,7,107915506,na,na,Pathogenic,Pyruvate dehydrogenase E3 deficiency|Inborn genetic diseases|not provided|DLD-related disorder,GRCh38,single nucleotide variant
DLD,7,107919212,na,na,Likely pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
DLD,7,107917404,na,na,Pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
DLD,7,107915697,na,na,Pathogenic/Likely pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
DLD,7,107917349,na,na,Pathogenic/Likely pathogenic,Pyruvate dehydrogenase E3 deficiency|not provided|Inborn genetic diseases|See cases|DLD-related disorder,GRCh38,single nucleotide variant
DLD,7,107917307,na,na,Likely pathogenic,Pyruvate dehydrogenase E3 deficiency,GRCh38,single nucleotide variant
AMT,3,49419042,na,na,Conflicting classifications of pathogenicity,Glycine encephalopathy|Glycine encephalopathy 2,GRCh38,single nucleotide variant
AMT,3,49422223,na,na,Conflicting classifications of pathogenicity,Glycine encephalopathy|Inborn genetic diseases|Glycine encephalopathy 2|Glycine encephalopathy 1,GRCh38,single nucleotide variant
AMT,3,49422237,na,na,Pathogenic/Likely pathogenic,Glycine encephalopathy|Glycine encephalopathy 2|Glycine encephalopathy 1,GRCh38,single nucleotide variant
AMT,3,49419022,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 2|Glycine encephalopathy 1,GRCh38,single nucleotide variant
AMT,3,49417892,na,na,Pathogenic,Glycine encephalopathy|not provided|Inborn genetic diseases|Glycine encephalopathy 2|Glycine encephalopathy 1,GRCh38,single nucleotide variant
AMT,3,49419382,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 2|Glycine encephalopathy 1,GRCh38,single nucleotide variant
AMT,3,49417974,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 2|not provided|Glycine encephalopathy 1,GRCh38,single nucleotide variant
GLDC,9,6588417,na,na,Pathogenic/Likely pathogenic,Glycine encephalopathy|Glycine encephalopathy 1,GRCh38,single nucleotide variant
GLDC,9,6589230,na,na,Pathogenic,Glycine encephalopathy|Generalized epilepsy;Obesity;Global developmental delay|Glycine encephalopathy 1|GLDC-related disorder|not provided,GRCh38,single nucleotide variant
GLDC,9,6554703,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 1,GRCh38,single nucleotide variant
GLDC,9,6553420,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 1|not provided,GRCh38,single nucleotide variant
GLDC,9,6645498,na,na,Pathogenic,Glycine encephalopathy|Glycine encephalopathy 1,GRCh38,single nucleotide variant
GLDC,9,6595109,na,na,Pathogenic,Glycine encephalopathy|not provided|Glycine encephalopathy 1|Inborn genetic diseases,GRCh38,single nucleotide variant
GLDC,9,6554768,na,na,Pathogenic/Likely pathogenic,Glycine encephalopathy|not provided|Glycine encephalopathy 1,GRCh38,single nucleotide variant
PYGL,14,50912155,na,na,Pathogenic,"Glycogen storage disease, type VI",GRCh38,single nucleotide variant
PYGL,14,50924101,na,na,Pathogenic,"Glycogen storage disease, type VI",GRCh38,single nucleotide variant
PYGL,14,50921064,na,na,Benign,"not specified|Glycogen storage disease, type VI|not provided",GRCh38,single nucleotide variant
PYGL,14,50915933,na,na,Pathogenic,"Glycogen storage disease, type VI",GRCh38,single nucleotide variant
PYGL,14,50913028,na,na,Pathogenic/Likely pathogenic,"Glycogen storage disease, type VI",GRCh38,single nucleotide variant
G6PC1,17,42903947,na,na,Pathogenic,"Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|Glycogen storage disease|not provided|Hypoglycemia;Short stature|Glycogen storage disease, type I|not specified",GRCh38,single nucleotide variant
G6PC1,17,42911235,na,na,Pathogenic/Likely pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided,GRCh38,single nucleotide variant
G6PC1,17,42911391,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided|Glycogen storage disease|G6PC1-related disorder|not specified,GRCh38,single nucleotide variant
G6PC1,17,42901105,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,GRCh38,single nucleotide variant
G6PC1,17,42901110,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,GRCh38,single nucleotide variant
G6PC1,17,42911000,na,na,Pathogenic/Likely pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided,GRCh38,single nucleotide variant
G6PC1,17,42900989,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not specified|not provided,GRCh38,single nucleotide variant
G6PC1,17,42904028,na,na,Pathogenic/Likely pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided,GRCh38,single nucleotide variant
G6PC1,17,42907552,na,na,Pathogenic/Likely pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,GRCh38,single nucleotide variant
G6PC1,17,42909407,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,GRCh38,single nucleotide variant
G6PC1,17,42909418,na,na,Pathogenic,"Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided|Glycogen storage disease, type I",GRCh38,single nucleotide variant
G6PC1,17,42903948,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA|not provided,GRCh38,single nucleotide variant
G6PC1,17,42909353,na,na,Pathogenic,Glycogen storage disease due to glucose-6-phosphatase deficiency type IA,GRCh38,single nucleotide variant
PCCB,3,136327184,na,na,Pathogenic/Likely pathogenic,Propionic acidemia|not provided,GRCh38,single nucleotide variant
PCCB,3,136262024,na,na,Pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCB,3,136327239,na,na,Pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCB,3,136327638,na,na,Pathogenic/Likely pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCB,3,136284409,na,na,Pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCA,13,100268731,na,na,Pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCA,13,100301512,na,na,Pathogenic/Likely pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
PCCA,13,100305776,na,na,Pathogenic,Propionic acidemia,GRCh38,single nucleotide variant
ETFDH,4,158672458,na,na,Pathogenic,Glutaric acidemia IIc|Multiple acyl-CoA dehydrogenase deficiency,GRCh38,single nucleotide variant
ETFDH,4,158682269,na,na,Pathogenic,Multiple acyl-CoA dehydrogenase deficiency|Glutaric acidemia IIc|not provided|See cases,GRCh38,single nucleotide variant
ETFDH,4,158685137,na,na,Pathogenic,Glutaric acidemia IIc|Multiple acyl-CoA dehydrogenase deficiency,GRCh38,single nucleotide variant
ETFDH,4,158682399,na,na,Pathogenic/Likely pathogenic,Glutaric acidemia IIc|Multiple acyl-CoA dehydrogenase deficiency,GRCh38,single nucleotide variant
KHK,2,27092357,na,na,Uncertain significance,Essential fructosuria,GRCh38,single nucleotide variant
KHK,2,27092366,na,na,Pathogenic,Essential fructosuria,GRCh38,single nucleotide variant
KLKB1,4,186236789,na,na,Pathogenic,Prekallikrein deficiency,GRCh38,single nucleotide variant
KLKB1,4,186252077,na,na,Pathogenic,Prekallikrein deficiency,GRCh38,single nucleotide variant
KLKB1,4,186257283,na,na,Conflicting classifications of pathogenicity,Prekallikrein deficiency|not provided|Inherited prekallikrein deficiency,GRCh38,single nucleotide variant
KLKB1,4,186236819,na,na,Pathogenic,Prekallikrein deficiency,GRCh38,single nucleotide variant
KLKB1,4,186236880,na,na,Benign,Prekallikrein deficiency|not specified|not provided|Inherited prekallikrein deficiency,GRCh38,single nucleotide variant
FANCD2,3,10090315,na,na,Pathogenic/Likely pathogenic,Fanconi anemia complementation group D2|Inborn genetic diseases|Fanconi anemia,GRCh38,single nucleotide variant
FANCD2,3,10043065,na,na,Pathogenic/Likely pathogenic,Fanconi anemia|Fanconi anemia complementation group D2,GRCh38,single nucleotide variant
FANCD2,3,10043119,na,na,Pathogenic,Fanconi anemia complementation group D2|Fanconi anemia,GRCh38,single nucleotide variant
FANCC,9,95101723,na,na,Pathogenic/Likely pathogenic,Fanconi anemia complementation group C|not provided|Fanconi anemia|Hereditary cancer-predisposing syndrome|FANCC-related disorder,GRCh38,single nucleotide variant
FANCC,9,95150056,na,na,Pathogenic,Fanconi anemia complementation group C|not provided|Hereditary cancer-predisposing syndrome|Fanconi anemia|Malignant tumor of breast|FANCC-related disorder,GRCh38,single nucleotide variant
FANCC,9,95172033,na,na,Pathogenic,Fanconi anemia complementation group C|not provided|Fanconi anemia|Hereditary cancer-predisposing syndrome|Malignant tumor of breast|FANCC-related disorder,GRCh38,single nucleotide variant
FANCC,9,95249255,na,na,Pathogenic,Fanconi anemia complementation group C|not provided|Fanconi anemia|Hereditary cancer-predisposing syndrome|FANCC-related disorder,GRCh38,single nucleotide variant
FANCC,9,95101742,na,na,Pathogenic/Likely pathogenic,Fanconi anemia complementation group C|not provided|Fanconi anemia|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
FANCC,9,95107112,na,na,Pathogenic,Fanconi anemia complementation group C,GRCh38,single nucleotide variant
FANCC,9,95249126,na,na,Pathogenic,Fanconi anemia complementation group C|Fanconi anemia|not provided,GRCh38,single nucleotide variant
F10,13,113149146,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113149062,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113149197,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113122916,na,na,Pathogenic,Factor X deficiency|not provided,GRCh38,single nucleotide variant
F10,13,113147490,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113149170,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113140972,na,na,Conflicting classifications of pathogenicity,Factor X deficiency|Abnormal bleeding|not specified|not provided|Hereditary factor X deficiency disease|F10-related disorder,GRCh38,single nucleotide variant
F10,13,113149014,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113129521,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113129595,na,na,Pathogenic,Factor X deficiency,GRCh38,single nucleotide variant
F10,13,113147496,na,na,Pathogenic,"Factor x deficiency, autosomal dominant",GRCh38,single nucleotide variant
F7,13,113117504,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118863,na,na,Pathogenic,Factor VII deficiency|not provided,GRCh38,single nucleotide variant
F7,13,113113879,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113113961,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113105879,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118668,na,na,Pathogenic/Likely pathogenic,"Factor VII deficiency|Congenital factor VII deficiency;Myocardial infarction, susceptibility to|not provided|Abnormal bleeding|Congenital factor VII deficiency|F7-related disorder",GRCh38,single nucleotide variant
F10;F7,13,113118845,na,na,Conflicting classifications of pathogenicity,"Myocardial infarction, decreased susceptibility to|Factor X deficiency|Factor VII deficiency|not specified|not provided",GRCh38,single nucleotide variant
F7,13,113105748,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113113893,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118772,na,na,Pathogenic/Likely pathogenic,"Factor VII deficiency|Congenital factor VII deficiency;Myocardial infarction, susceptibility to|Congenital factor VII deficiency",GRCh38,single nucleotide variant
F7,13,113116822,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113110812,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118831,na,na,Likely pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118847,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
F7,13,113118590,na,na,Pathogenic,Factor VII deficiency,GRCh38,single nucleotide variant
BPGM,7,134661775,na,na,Pathogenic,Deficiency of bisphosphoglycerate mutase|not provided,GRCh38,single nucleotide variant
HSD11B2,16,67436100,na,na,Likely pathogenic,Apparent mineralocorticoid excess,GRCh38,single nucleotide variant
HSD11B2,16,67436115,na,na,Pathogenic,Apparent mineralocorticoid excess,GRCh38,single nucleotide variant
